"X60mins","X240mins","X480mins","X720mins","X1440mins","X2160mins","X3600mins"
"AT4G02920",46.971,31.552,31.142,27.865,25.781,24.573,29.417
"AT5G58110",78.273,68.077,69.458,64.775,57.267,57.013,62.425
"AT1G73980",15.866,18.907,20.434,19.2,29.024,31.927,34.945
"AT1G69030",26.375,24.977,24.019,20.527,13.304,10.207,8.46
"AT1G73300",17.319,18.859,22.64,24.015,28.047,36.511,34.837
"AT1G02920",13.114,10.103,10.712,11.787,13.372,12.927,31.461
"AT1G08370",23.489,25.74,24.946,27.489,35.821,41.822,38.774
"AT5G57930",53.618,51.687,48.505,49.044,46.483,39.514,32.388
"AT5G27889",28.697,26.021,33.499,30.54,42.383,39.427,21.046
"AT2G35170",6.08,13.021,15.361,18.022,27.642,26.038,19.307
"AT3G56650",25.311,26.536,22.496,20.749,14.131,9.822,8.136
"AT4G30390",15.19,15.514,18.331,21.57,28.594,31.377,32.539
"AT2G17036",4.451,6.606,8.973,9.656,18.816,22.522,21.185
"AT1G74790",34.248,36.585,37.303,38.105,35.634,35.403,55.62
"AT4G12080",14.803,15.803,16.633,19.659,23.928,29.933,33.875
"AT5G52960",49.184,45.614,44.826,42.432,35.932,31.299,30.276
"AT4G13540",10.55,13.12,13.058,14.561,25.332,30.386,21.083
"AT3G57010",31.169,13.652,12.596,12.597,12.363,11.735,8.723
"AT4G13430",54.612,57.118,58.239,53.962,43.226,41.198,42.77
"AT2G39580",15.155,17.822,19.931,18.726,30.042,31.663,32.683
"AT5G39530",71.815,52.727,56.436,53.548,61.442,63.05,50.631
"AT5G57850",30.513,36.519,36.35,33.133,21.444,20.675,20.251
"AT2G38870",22.307,14.434,11.149,8.904,7.996,6.862,25.816
"AT5G10470",26.888,12.503,10.106,8.566,7.1,5.976,5.72
"AT5G60670",31.638,25.205,23.195,22.928,15.771,12.844,11.044
"AT5G63800",17.855,21.136,22.983,27.155,28.456,32.258,39.874
"AT1G53570",28.155,27.669,29.198,29.261,37.951,39.51,46.781
"AT1G43580",23.626,28.395,26.228,28.151,30.779,38.102,44.702
"AT1G12770",26.861,23.323,18.624,17.817,12.822,9.264,6.353
"AT1G47530",70.51,53.303,54.074,47.794,52.349,52.517,59.824
"AT2G02970",21.581,27.518,26.097,26.815,29.724,34.037,44.46
"AT2G29960",40.433,43.881,40.341,39.648,31.311,27.866,24.698
"AT1G53510",21.665,28.513,27.425,27.945,39.027,39.37,40.225
"AT3G62910",29.14,25.369,21.537,17.933,16.255,11.328,8.448
"AT2G39340",18.632,21.693,22.181,23.199,31.848,35.182,37.042
"AT1G64150",21.006,19.682,16.942,13.446,8.753,4.393,2.461
"AT2G17720",32.233,32.519,33.442,28.187,18.676,18.233,17.681
"AT1G70160",70.752,78.273,84.707,79.74,86.948,88.291,92.745
"AT4G27740",14.383,17.515,21.584,23.539,24.903,28.586,36.712
"AT4G23850",97.524,98.304,103.214,99.972,95.286,93.954,115.734
"AT2G44310",50.276,54.271,60.621,57.734,45.659,43.355,41.575
"AT3G07220",13.617,16.801,19.562,22.894,26.701,31.706,32.83
"AT1G78660",97.368,112.987,115.779,117.693,107.482,110.722,102.317
"AT5G53350",45.677,49.474,49.141,47.151,54.106,58.511,66.239
"AT4G34200",49.338,47.002,46.01,49.2,38.565,35.799,30.791
"AT4G39350",28.925,30.744,26.28,22.256,16.132,14.248,12.764
"AT5G59030",42.069,50.769,55.555,62.371,62.33,57.81,50.286
"AT5G11500",80.052,88.452,90.525,94.122,98.992,99.168,100.196
"AT1G48850",39.099,33.861,32.367,28.866,23.676,21.918,18.56
"AT5G37540",12.648,9.909,10.559,12.229,15.794,19.066,30.811
"AT5G09460",47.483,35.344,32.299,30.516,29.338,25.426,27.583
"AT1G75660",28.574,33.082,32.658,33.572,39.758,40.86,50.453
"AT2G37110",63.678,69.948,72.906,65.939,59.427,51.237,59.27
"AT3G07010",45.519,49.362,52.378,55.309,47.412,45.993,32.405
"AT4G29735",37.201,38.243,41.097,40.002,32.159,25.659,22.501
"AT3G26220",1.087,2.575,2.769,3.324,8.18,11.517,21.575
"AT5G20080",31.224,29.482,27.889,26.084,21.651,15.558,12.022
"AT4G30750",12.574,14.798,15.686,17.954,25.006,27.398,31.774
"AT1G48130",20.687,20.453,16.91,20.462,33.817,31.36,33.767
"AT3G30300",32.073,23.063,21.041,18.234,15.666,12.633,10.317
"AT1G77090",25.041,16.736,16.003,11.602,7.311,5.204,5.381
"AT4G31510",13.864,24.292,26.653,27.355,33.491,32.727,35.129
"AT3G60450",27.416,31.198,30.263,25.938,17.543,16.393,13.161
"AT5G40390",33.57,21.434,21.447,17.805,14.445,13.319,12.683
"AT3G23920",63.847,48.425,45.194,44.803,52.872,46.04,42.56
"AT5G24650",36.907,30.537,29.041,24.913,19.039,18.517,17.785
"AT3G09630",127.56,115.334,111.472,118.666,112.26,107.296,106.496
"AT3G48610",24.758,16.601,16.429,13.271,8.79,6.309,3.394
"AT4G21400",6.803,8.679,8.248,8.626,11.986,12.271,27.936
"AT5G40810",61.092,57.682,58.647,53.422,48.355,44.285,42.822
"AT1G08890",13.432,18.221,21.819,20.782,26.989,31.797,33.368
"AT1G31340",42.198,36.026,33.892,31.681,24.992,22.215,24.297
"AT1G71860",38.54,42.73,43.315,45.293,48.767,55.416,58.769
"AT3G21770",49.827,34.464,40.507,38.329,30.881,34.527,27.551
"AT3G13180",26.058,21.045,18.68,15.646,11.235,8.673,5.519
"AT5G25060",16.058,16.958,18.273,20.137,30.721,30.998,31.927
"AT3G28550",24.644,23.113,15.185,17.492,17.21,14.639,2.378
"AT5G08590",52.841,52.846,49.787,43.548,39.428,36.401,36.975
"AT5G38530",36.083,27.721,26.064,23.393,19.82,16.985,14.711
"AT5G02090",4.713,6.242,6.291,8.493,11.465,17.541,24.526
"AT5G06570",1.887,4.41,5.062,7.056,10.145,13.61,23.229
"AT1G73650",25.404,14.476,12.226,10.095,6.55,5.023,4.849
"AT3G62600",28.944,26.405,21.195,18.532,13.299,11.639,10.633
"AT2G35780",55.455,59.478,59.656,57.858,52.882,48.794,39.518
"AT3G20290",24.099,30.584,30.554,30.758,36.143,39.335,46.207
"AT1G68660",44.286,45.194,38.477,34.02,30.843,27.415,28.803
"AT2G28570",14.34,14.198,17.078,16.741,20.411,23.14,34.785
"AT5G04080",16.695,19.849,20.054,19.221,25.075,29.712,37.059
"AT1G69410",39.934,31.852,34.473,37.24,38.721,46.633,52.784
"AT4G21600",35.16,36.369,34.992,32.355,24.415,23.159,18.093
"AT1G15280",25.45,27.497,29.918,31.492,39.163,41.362,43.646
"AT5G23670",46.753,55.12,57.724,61.698,66.227,64.971,66.442
"AT4G29040",57.9,58.399,58.566,53.183,44.537,44.248,43.144
"AT3G54020",28.539,21.756,23.677,17.971,14.433,11.364,8.107
"AT3G47160",13.302,19.8,23.392,23.134,26.992,31.522,34.796
"AT1G10590",74.657,85.148,92.449,87.16,82.846,78.406,94.824
"AT5G38470",94.207,98.719,93.627,94.834,109.489,108.438,107.357
"AT1G67030",7.858,6.602,8.045,10.043,12.627,19.374,26.04
"AT3G15354",26.58,13.014,13.034,9.295,6.858,5.942,6.81
"AT5G55100",17.146,20.373,20.84,22.043,31.747,32.431,35.213
"AT5G51410",14.853,15.326,17.766,17.453,25.581,31.63,30.416
"AT5G54540",63.742,77.025,80.221,77.093,76.221,78.825,87.988
"AT3G02180",55.551,68.325,65.842,62.514,64.561,58.691,47.392
"AT2G18990",25.029,21.039,17.262,16.012,9.596,7.703,5.774
"AT2G42780",24.678,30.422,34.431,34.969,43.929,40.719,43.865
"AT5G20130",44.538,39.826,39.444,36.922,32.587,27.227,24.737
"AT1G55240",0.662,0.723,0.69,0.971,3.646,8.881,19.848
"AT1G14210",47.014,52.762,49.72,50.054,35.632,35.794,39.791
"AT1G08820",16.547,20.945,21.575,22.491,29.68,32.812,36.145
"AT3G18830",27.055,32.65,32.342,35.614,36.585,41.419,49.245
"AT5G08530",85.753,85.779,84.785,81.618,73.523,71.285,69.665
"AT5G59770",23.652,19.885,16.167,11.82,6.796,5.673,6.364
"AT1G11580",61.63,62.968,50.598,53.712,46.261,50.952,44.128
"AT3G23640",35.049,41.887,50.384,50.427,46.025,52.65,56.23
"AT3G12560",37.672,34.428,31.64,30.054,23.953,22.962,17.287
"AT3G27020",41.153,46.391,44.544,44.725,51.448,58.222,59.587
"AT4G19120",32.32,29.447,31.771,30.345,25.607,18.651,13.758
"AT5G58030",31.583,31.929,29.711,28.239,19.715,17.428,15.062
"AT4G33350",30.695,29.864,28.008,26.45,19.77,14.69,13.776
"AT3G50980",8.422,5.832,4.562,7.52,12.607,16.843,24.599
"AT3G24190",33.023,19.649,17.867,15.258,15.739,12.357,12.181
"AT4G04925",8.482,13.936,14.986,16.867,21.1,23.648,30.203
"AT5G47540",45.421,39.882,41.116,36.471,35.981,30.512,23.934
"AT5G18680",25.495,36.13,33.889,37.043,44.811,44.798,43.933
"AT5G20620",56.556,50.174,48.892,50.596,58.418,64.085,67.053
"AT2G33120",67.767,66.187,67.225,63.797,50.326,53.105,64.894
"AT3G23300",36.827,28.828,27.711,24.29,18.762,17.893,17.629
"AT4G38430",53.829,53.671,55.109,55.605,51.261,46.849,35.589
"AT3G20395",7.569,21.222,23.255,26.754,18.344,24.053,29.431
"AT1G21720",60.608,58.034,56.614,51.855,44.914,43.145,45.247
"AT1G15030",38.917,24.882,24.694,23.19,20.992,17.977,18.172
"AT1G65580",15.088,21.043,23.049,23.41,30.378,33.104,34.664
"ATMG00070",10.8,20.493,22.931,24.11,34.425,25.026,19.21
"AT5G06320",17.437,16.22,17.345,14.066,18.462,17.977,35.323
"AT1G01610",57.421,40.774,40.053,35.71,38.499,39.316,41.12
"AT5G42570",40.233,35.066,38.941,30.444,29.997,23.879,21.66
"AT2G23930",35.746,32.327,28.678,25.018,20.557,18.168,17.6
"AT3G02090",123.691,115.486,115.808,115.243,106.66,106.433,103.62
"AT3G59990",46.538,49.46,52.694,54.237,60.201,61.844,66.195
"AT5G24810",30.578,18.13,15.25,12.738,11.659,9.91,11.761
"AT1G65010",33.678,33.748,29.401,27.919,25.328,20.216,14.414
"AT1G32160",41.053,40.389,35.985,32.985,27.564,25.916,23.235
"AT3G47680",20.45,21.882,23.729,23.018,33.209,37.768,34.404
"AT2G20580",57.093,56.579,50.425,48.673,40.922,42.031,40.761
"AT5G14210",27.54,19.172,17.095,14.565,10.58,8.732,7.089
"AT1G72550",41.968,41.778,39.265,35.433,28.729,27.346,25.356
"AT1G73110",26.66,22.694,19.502,17.316,11.236,8.71,8.735
"AT4G35260",41.783,38.797,38.071,38.241,29.633,25.231,24.733
"AT3G06380",29.572,33.418,35.009,35.428,37.433,41.502,51.411
"AT5G06140",41.127,48.713,54.148,55.889,59.117,60.793,59.444
"AT5G09620",28.61,36.102,33.225,34.38,43.672,44.48,47.888
"AT1G47830",37.586,34.446,33.53,29.187,22.286,20.793,20.955
"AT3G59980",25.111,22.959,20.183,19.63,13.692,9.107,6.639
"AT5G27350",30.514,23.242,25.23,23.757,21.878,26.232,42.297
"AT4G11420",52.448,50.175,50.225,53.275,67.184,60.896,64.248
"AT3G51830",23.919,23.845,26.087,26.899,36.224,38.609,39.427
"AT2G43550",14.382,19.858,14.11,6.448,4.344,2.713,1.439
"AT2G16630",35.656,20.251,20.33,20.864,34.727,19.969,23.334
"AT3G47836",30.657,32.516,30.142,29.012,19.969,16.899,16.302
"AT1G68190",53.169,59.808,60.858,58.428,66.563,60.129,44.37
"AT3G45050",22.782,17.832,15.697,12.012,7.37,5.229,3.862
"AT5G18460",34.98,24.817,23.809,20.164,17.931,16.813,13.556
"AT1G44760",31.038,28.174,29.895,25.682,25.468,17.851,11.624
"AT5G37770",33.838,18.024,19.331,17.329,13.402,12.637,17.875
"AT4G20930",8.416,8.82,10.008,10.244,20.25,22.846,23.874
"AT5G19820",62.643,61.078,66.911,69.577,71.231,75.191,81.197
"AT1G59830",28.633,39.403,43.133,45.632,49.206,45.473,48.074
"AT3G43980",25.614,21.427,20.077,15.8,9.952,7.618,8.788
"AT2G20760",72.471,69.133,68.666,74.311,68.261,61.168,53.971
"AT1G15200",28.635,29.528,28.703,32.52,44.612,42.097,41.126
"AT2G23310",36.722,42.828,44.32,48.306,47.85,51.781,58.852
"AT3G15690",38.325,40.106,40.01,35.851,26.788,24.441,26.137
"AT1G73480",24.424,11.78,15.519,16.26,31.811,24.923,16.794
"AT5G47240",8.555,15.724,20.012,22.811,25.832,30.182,21.867
"AT3G25840",19.901,21.521,22.737,23.507,31.524,34.585,37.314
"AT2G44350",52.096,49.117,48.486,45.68,37.59,36.767,34.605
"AT1G23120",6.71,10.578,11.86,11.671,17.718,22.788,25.854
"AT3G55270",20.308,21.308,21.791,21.285,27.928,30.772,39.162
"AT4G37240",8.256,9.059,8.608,10.055,11.877,15.998,27.752
"AT4G39510",19.993,6.516,4.046,2.268,1.005,0.578,0.232
"AT5G44090",22.513,24.564,26.613,25.73,31.181,36.64,41.526
"AT2G01710",23.142,25.556,27.056,27.736,33.158,35.98,43.105
"AT5G08160",33.136,34.038,30.768,29.07,21.328,18.538,17.7
"AT2G20140",30.859,29.046,28.206,23.774,17.255,15.815,13.883
"AT5G52640",34.252,20.791,15.183,16.522,28.793,19.901,26.937
"AT5G06760",40.16,25.122,27.102,32.084,42.191,41.801,34.751
"AT5G26780",23.938,21.715,18.229,14.515,9.855,7.454,6.353
"AT2G29400",69.696,80.559,86.604,89.036,85.844,83.246,90.39
"AT4G26710",113.421,120.025,118.841,125.261,125.861,116.061,105.829
"AT5G17310",27.913,20.457,18.706,15.322,10.765,9.61,8.63
"AT1G45010",20.846,6.586,5.729,3.388,1.872,1.107,1.14
"AT4G36800",120.09,120.054,120.397,117.828,115.757,126.262,136.423
"AT3G29370",29.311,33.862,41.136,46.831,33.935,33.773,26.197
"AT3G15640",45.662,46.718,48.302,46.957,39.503,36.012,29.794
"AT3G23430",25.769,28.513,30.849,31.343,36.894,42.665,43.624
"AT5G05780",55.352,55.38,54.59,51.686,42.38,39.376,43.118
"AT4G25180",8.853,11.866,14.53,15.679,22.767,24.544,27.279
"AT4G23690",70.319,62.134,60.295,66.331,76.481,76.755,61.675
"AT5G06340",53.287,50.337,47.193,47.261,43.638,37.085,34.1
"AT3G03960",37.623,36.541,36.448,35.135,26.834,22.5,22.127
"AT1G80570",6.941,9.782,12.434,12.431,20.541,23.322,24.347
"AT5G23900",95.781,85.248,84.025,86.288,81.015,80.959,72.771
"AT4G34150",31.653,24.292,25.376,26.217,29.854,29.227,44.753
"AT1G67080",30.549,19.785,17.883,14.023,11.669,12.003,11.072
"AT1G63180",26.846,39.941,44.093,42.909,44.596,45.928,47.32
"AT4G31300",72.201,74.579,71.051,71.684,62.616,59.409,57.566
"AT1G12790",5.889,8.759,9.447,10.582,18.928,19.43,24.453
"AT3G02700",42.859,57.135,60.864,62.883,61.466,59.014,53.059
"AT4G23500",26.752,22.718,18.876,17.581,15.236,11.736,5.776
"AT5G53550",13.52,15.675,16.26,15.495,20.155,26.268,32.398
"AT2G32580",39.726,34.454,32.962,32.017,28.787,23.787,19.026
"AT5G63140",19.266,21.3,24.631,19.767,14.88,10.111,4.809
"AT4G31170",28.28,29.223,29.437,32.305,35.424,39.362,47.382
"AT1G21610",9.348,14.126,15.947,16.338,25.675,26.052,26.739
"AT4G19410",72.967,73.355,80.162,76.428,67.942,66.796,59.302
"AT4G38600",40.594,42.046,42.85,43.669,52.098,52.344,58.822
"AT1G31160",24.011,24.468,20.977,16.553,12.485,8.532,8.332
"AT2G13560",80.334,85.929,81.084,78.462,73.483,68.257,67.521
"AT3G19480",20.008,13.579,9.309,6.921,3.013,1.918,1.227
"AT5G10840",37.338,37.487,36.344,33.505,26.934,23.319,21.337
"AT5G27380",34.239,39.794,38.17,33.985,28.662,23.405,22.267
"AT1G69526",30.502,29.973,25.462,24.108,19.582,17.468,11.509
"AT1G06350",22.174,15.729,16.01,15.741,11.489,6.002,1.744
"AT2G42900",33.903,40.578,44.096,48.646,42.119,38.258,27.669
"AT3G24590",26.691,22.197,20.976,16.55,12.93,9.802,8.028
"AT1G03080",26.283,27.945,28.295,30.358,42.673,38.492,41.01
"AT4G01410",21.764,18.819,21.831,26.3,32.512,37.095,32.651
"AT4G14870",32.161,32.057,31.293,30.211,19.523,19.3,17.188
"AT1G30520",23.009,13.388,9.871,8.444,5.553,4.149,3.05
"AT5G05710",9.463,10.859,12.207,13.43,17.396,24.602,26.922
"AT5G27560",22.558,19.915,18.5,13.259,8.636,6.447,5.614
"AT2G25060",20.898,17.791,15.768,13.073,6.178,4.889,3.537
"AT5G06390",44.185,38.362,39.049,39.145,33.613,32.032,22.916
"AT1G01640",5.664,6.97,8.714,10.241,15.11,20.407,23.382
"AT1G75900",44.809,38.901,40.281,43.712,40.028,35.255,24.336
"AT2G35880",68.104,68.468,68.652,74.683,64.07,60.691,53.341
"AT1G28570",25.608,19.245,14.354,10.282,8.755,7.206,8.024
"AT1G52600",30.099,24.42,25.295,19.593,15.945,12.145,12.603
"AT3G57170",14.181,17.013,19.792,18.937,27.816,30.049,31.337
"AT5G40670",37.235,30.557,30.913,30.201,22.704,20.835,17.889
"AT1G80460",59.745,67.349,64.553,70.206,70.126,70.03,82.049
"AT2G21600",63.787,62.48,56.169,56.385,51.397,47.45,46.3
"AT5G15930",36.126,29.797,29.989,28.144,22.134,18.565,17.393
"AT1G66150",79.141,77.736,79.167,81.126,72.709,85.894,94.12
"AT1G23710",13.974,16.833,18.254,20.489,26.456,27.75,33.02
"AT2G40840",22.772,21.259,17.756,12.398,9.098,7.311,5.89
"AT1G09630",24.904,25.672,21.559,18.987,14.262,10.594,8.434
"AT5G18520",75.642,76.842,75.751,73.112,60.397,63.009,65.812
"AT2G31960",31.675,33.078,33.814,33.433,42.933,43.662,49.001
"AT4G39150",36.35,29.887,27.193,23.895,21.784,17.532,17.593
"AT4G26840",68.8,61.613,63.044,55.082,55.212,48.361,54.091
"AT3G44620",25.619,22.831,20.265,16.88,11.953,9.491,8.002
"AT4G07820",24.09,31.021,36.499,41,24.852,36.09,24.826
"AT1G07990",19.395,24.085,24.753,26.89,33.968,36,37.177
"AT3G47560",26.335,19.074,17.651,15.057,10.629,8.779,6.691
"AT1G74070",22.018,13.402,10.6,8.604,4.89,3.981,2.2
"AT4G23560",19.352,13.076,10.694,10.741,3.161,2.492,0.406
"AT5G59010",30.514,37.834,41.263,39.909,29.185,28.396,23.142
"AT1G73680",12.541,12.33,12.899,13.695,17.392,19.575,31.208
"AT4G36910",27.7,23.678,19.815,19.127,15.473,10.974,8.439
"AT4G18590",24.714,21.879,18.166,14.901,9.177,8.975,7.526
"AT1G67230",39.055,43.391,42.356,44.892,52.057,51.326,58.492
"AT4G31180",44.049,43.61,46.992,48.158,50.461,54.291,63.037
"AT1G30835",17.282,18.95,18.712,19.977,26.902,31.162,34.135
"AT1G69390",27.874,34.621,32.447,29.85,22.047,17.626,18.435
"AT3G44020",20.321,16.613,13.287,10.332,6.08,3.498,2.341
"AT5G35620",34.144,28.205,27.713,25.162,18.928,16.574,16.244
"AT1G33250",15.598,20.316,20.496,21.166,21.694,25.494,37.04
"AT5G20650",33.808,35.639,43.189,40.672,24.184,29.958,28.265
"AT2G47710",48.275,43.684,45.097,45.242,50.956,54.546,62.862
"AT2G42130",20.23,16.678,13.341,10.216,4.842,3.665,2.945
"AT1G17145",13.007,15.811,17.29,18.254,24.139,28.346,31.017
"AT4G34230",56.338,48.396,51.902,48.392,52.308,62.507,65.651
"AT3G48110",36.367,30.407,25.591,22.719,20.009,17.342,19.596
"AT3G49670",23.672,19.544,17.928,14.201,8.058,7.124,6.711
"AT1G80500",34.231,34.495,31.908,29.101,23.169,19.004,19.239
"AT5G16030",63.277,57.797,57.23,57.024,60.45,51.855,42.598
"AT1G25540",13.136,15.427,16.202,17.883,27.227,27.212,29.473
"AT3G02660",21.609,17.88,14.178,11.349,7.415,5.015,3.402
"AT3G22600",38.96,32.822,29.962,30.046,26.491,23.617,17.844
"AT5G47030",150.207,152.797,152.264,158.635,153.559,144.436,138.056
"AT1G78820",25.688,19.918,17.242,13.182,9.928,8.642,7.101
"AT3G01060",22.648,12.674,9.982,8.727,4.691,3.216,4.269
"AT1G68830",29.657,22.267,17.364,14.932,10.88,10.293,16.758
"AT3G07760",21.303,23.195,24.725,25.054,29.092,34.35,40.029
"AT1G28440",67.651,56.439,59.338,56.09,50.005,51.671,47.463
"AT2G44870",43.241,38.179,34.566,31.861,25.3,25.953,27.411
"AT2G44640",25.736,19.631,19.163,16.349,12.238,9.145,6.26
"AT5G58870",37.2,21.417,19.992,18.718,18.177,18.523,22.168
"AT4G04955",31.434,30.771,26.44,23.058,18.239,17.274,14.431
"AT1G05150",39.429,38.495,39.695,37.263,27.962,27.006,24.188
"AT3G10160",40.281,32.273,27.696,24.375,23.039,23.265,21.322
"AT1G17620",43.889,41.413,43.028,53.055,56.443,57.291,52.901
"AT1G19020",5.335,4.443,4.023,4.173,7.598,7.878,22.863
"AT1G79360",2.626,5.42,6.549,7.639,10.507,16.826,21.473
"AT1G80640",22.616,18.792,16.62,13.306,8.444,5.479,5.625
"AT4G35800",31.513,38.201,35.04,37.284,48.236,44.428,48.82
"AT5G27890",21.913,22.08,25.553,25.508,35.602,34.16,17.112
"AT1G47740",42.285,42.709,42.394,42.321,32.931,31.355,26.791
"AT1G22770",18.273,5.503,9.741,12.194,19.367,20.099,24.556
"AT5G35530",119.255,105.986,101.654,103.573,109.165,102.486,99.162
"AT4G24800",33.965,40.528,39.703,37.931,48.981,48.841,51.672
"AT3G43230",23.825,24.428,27.032,28.608,32.745,37.9,41.127
"AT5G11960",31.511,33.061,35.898,35.985,45.056,46.594,47.079
"AT5G18500",26.954,25.471,23.172,20.383,12.721,11.772,11.744
"AT1G08570",54.444,63.731,66.71,65.054,72.867,72.254,72.868
"AT5G15740",26.887,18.556,16.154,13.149,9.749,9.018,8.091
"AT3G11210",32.387,23.45,23.569,20.837,21.133,14.976,11.534
"AT1G06390",51.683,64.954,66.924,70.912,70.546,61.812,68.321
"AT2G23010",20.953,10.805,9.248,5.819,4.105,3.191,1.094
"AT2G36310",30.02,32.735,31.634,30.755,20.926,20.123,16.425
"AT2G39420",31.048,23.113,19.569,19.09,16.26,12.662,11.415
"AT1G21410",10.001,8.556,10.053,11.604,17.139,21.459,25.89
"AT1G44790",27.765,26.587,22.468,19.055,15.234,12.887,10.655
"AT5G04040",28.919,32.046,33.46,33.582,37.883,40.133,49.031
"AT5G40160",21.081,16.354,14.275,10.794,5.906,4.283,3.579
"AT2G33330",21.159,13.968,11.516,7.8,5.034,3.377,2.649
"AT1G57765",30.891,25.739,26.123,21.706,15.448,13.809,14.857
"AT5G14030",47.975,45.625,45.657,46.954,38.563,34.368,31.45
"AT3G46940",20.102,14.668,12.799,11.467,5.305,3.461,1.765
"AT2G36580",43.962,37.877,37.379,34.157,28.893,26.405,26.385
"AT4G12570",8.252,11.978,13.34,13.902,17.916,21.642,28.007
"AT2G20690",27.061,22.98,21.329,19.694,11.848,10.796,10.528
"AT1G48550",10.684,15.677,18.05,19.479,26.435,28.521,26.834
"AT1G04440",44.604,43.532,45.632,45.194,49.065,55.382,61.242
"AT5G67500",71.567,71.965,66.864,65.657,61.005,56.373,55.835
"AT4G40045",27.41,30.529,24.752,21.967,16.483,15.029,13.064
"AT3G13720",55.876,59.61,66.298,68.316,50.194,54.88,54.278
"AT4G11650",2.8,3.537,5.306,6.884,10.508,12.665,21.768
"AT3G30180",46.394,26.157,29.992,29.714,30.486,32.339,28.559
"AT5G45750",30.665,29.374,26.966,22.694,17.882,14.805,15.409
"AT2G03760",34.439,26.934,26.758,21.688,25.29,16.461,15.297
"AT3G60320",43.439,39.195,34.136,33.941,33.733,37.648,51.886
"AT3G13224",14.435,12.889,13.235,14.192,17.953,22.97,30.791
"AT5G47780",95.15,88.185,82.717,85.256,75.498,79.08,79.1
"AT1G19870",41.519,48.778,51.056,53.621,61.633,59.028,51.859
"AT2G31360",39.745,40.012,40.55,35.879,27.73,26.663,26.544
"AT5G08770",6.569,10.12,10.792,11.779,15.531,18.87,26.366
"AT1G12010",27.234,34.487,39.965,43.977,31.739,43.743,30.788
"AT4G01590",29.774,24.295,23.877,20.01,14.545,14.044,11.659
"AT5G08260",22.837,22.098,21.96,17.317,13.943,9.609,6.123
"AT3G25930",20.47,19.646,22.068,20.164,10.933,10.311,5.073
"AT2G03120",49.358,51.404,48.972,44.335,42.791,35.954,34.578
"AT3G51920",32.714,30.857,35.52,34.731,31.666,32.419,49.963
"AT3G02070",16.235,20.218,19.355,21.801,27.52,28.659,35.323
"AT5G48870",25.532,22.837,21.599,17.166,13.627,8.881,9.414
"AT1G02140",90.205,89.923,90.347,89.962,88.325,96.656,106.939
"AT2G28470",31.672,31.599,29.782,30.384,30.14,25.49,13.233
"AT4G13520",46.834,40.887,43.953,39.096,31.117,30.074,32.588
"AT5G15910",23.826,13.251,11.97,9.644,6.567,5.202,4.922
"AT4G17900",24.082,27.544,29.882,31.854,34.792,39.279,42.96
"AT2G33250",25.883,20.149,17.2,15.526,11.815,8.229,7.498
"AT4G17050",31.532,32.026,29.288,26.14,21.598,18.523,15.158
"AT3G43800",44.95,29.145,25.035,27.338,29.331,27.506,29.448
"AT1G68890",22.465,16.775,13.418,10.651,7.986,5.397,3.793
"AT5G42765",37.44,34.497,31.919,29.022,28.043,23.587,17.998
"AT1G04630",29.654,28.81,29.739,26.697,21.397,19.05,12.399
"AT1G23040",9.643,8.583,9.213,13.157,17.536,21.81,25.06
"AT1G64440",29.404,23.758,21.668,19.733,15.492,13.471,10.111
"AT1G52827",31.489,22.316,20.823,18.956,15.738,12.703,12.681
"AT3G01370",34.689,38.46,30.649,29.396,29.249,21.572,20.045
"AT3G24480",80.507,63.148,62.923,62.223,63.6,64.769,62.737
"AT3G14840",47.328,51.276,47.495,43.142,38.43,34.428,35.282
"AT1G36050",33.831,40.038,41.493,41.793,42.475,44.691,55.646
"AT2G05840",47.016,52.565,52.578,47.618,39.574,38.056,37.502
"AT4G26690",76.148,72.426,72.05,77.599,72.434,76.605,90.858
"AT1G16080",36.271,29.361,27.59,25.316,21.289,18.654,17.747
"AT1G73840",18.539,23.092,24.157,28.761,33.199,35.448,34.965
"AT5G27660",21.175,22.209,20.992,15.471,12.66,9.825,4.934
"AT3G45190",23.785,24.596,24.248,25.472,30.498,34.511,41.023
"AT5G01090",32.341,26.101,24.418,22.342,16.613,16.226,13.831
"AT3G61700",37.639,34.645,33.899,30.488,31.175,25.751,18.014
"AT1G67830",24.313,21.072,18.503,14.634,11.409,8.224,7.047
"AT3G01420",73.668,59.864,66.15,74.983,77.674,63.214,69.826
"AT3G46100",23.489,21.665,19.403,15.064,10.375,7.796,8.033
"AT3G12360",20.154,22.937,25.13,28.342,32.666,34.804,37.937
"AT1G49760",41.923,41.752,43.661,41.915,33.469,29.471,28.468
"AT5G42200",3.026,4.214,4.793,5.647,11.111,14.986,20.364
"AT5G03340",22.557,21.828,23.768,24.076,29.736,35.62,37.709
"AT3G09300",64.522,62.669,66.939,66.567,56.401,55.374,49.823
"AT1G72170",23.264,20.352,18.729,15.367,9.454,8.576,6.388
"AT3G11800",55.383,62.915,64.151,67.662,57.23,52.226,50.142
"AT1G64850",39.26,31.308,28.39,24.87,22.611,20.765,22.297
"AT4G14440",64.041,53.013,55.374,51.175,49.002,43.404,48.23
"AT3G11500",32.418,31.238,29.329,25.212,24.738,18.813,14.782
"AT5G57870",69.099,74.538,78.212,80.942,78.334,79.483,90.507
"AT5G17560",27.598,24.128,23.85,18.456,12.884,12.677,11.675
